Dis No,Year,Seq,Glide,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,Disaster Subsubtype,Event Name,Country,ISO,Region,Continent,Location,Origin,Associated Dis,Associated Dis2,OFDA Response,Appeal,Declaration,Aid Contribution,Dis Mag Value,Dis Mag Scale,Latitude,Longitude,Local Time,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No Injured,No Affected,No Homeless,Total Affected,Reconstruction Costs ('000 US$),Insured Damages ('000 US$),Total Damages ('000 US$),CPI,Adm Level,Admin1 Code,Admin2 Code,Geo Locations,location_word,uncertain_location_specificity,lat,lng
1969-9006-SEN,1969,9006,NA,Natural,Climatological,Drought,Drought,NA,NA,Senegal,SEN,Western Africa,Africa,Casamance,NA,Famine,NA,Yes,No,No,NA,NA,Km2,NA,NA,NA,NA,1969,1,NA,1975,NA,NA,NA,NA,1400000,NA,1400000,NA,NA,74800,14.3486278167258,NA,NA,NA,NA,casamance,FALSE,12.75,-15.5
1969-9006-TCD,1969,9006,NA,Natural,Climatological,Drought,Drought,NA,NA,Chad,TCD,Middle Africa,Africa,"Central, East, South, North",NA,Famine,NA,Yes,No,No,NA,NA,Km2,NA,NA,NA,NA,1969,10,NA,1978,NA,NA,NA,NA,900000,NA,900000,NA,NA,83000,14.3486278167258,NA,NA,NA,NA,central,FALSE,12.10672,15.0444
1969-9006-TCD,1969,9006,NA,Natural,Climatological,Drought,Drought,NA,NA,Chad,TCD,Middle Africa,Africa,"Central, East, South, North",NA,Famine,NA,Yes,No,No,NA,NA,Km2,NA,NA,NA,NA,1969,10,NA,1978,NA,NA,NA,NA,900000,NA,900000,NA,NA,83000,14.3486278167258,NA,NA,NA,NA,east,FALSE,10.28088,15.37425
1969-9006-TCD,1969,9006,NA,Natural,Climatological,Drought,Drought,NA,NA,Chad,TCD,Middle Africa,Africa,"Central, East, South, North",NA,Famine,NA,Yes,No,No,NA,NA,Km2,NA,NA,NA,NA,1969,10,NA,1978,NA,NA,NA,NA,900000,NA,900000,NA,NA,83000,14.3486278167258,NA,NA,NA,NA,south,FALSE,NA,NA
1969-9006-TCD,1969,9006,NA,Natural,Climatological,Drought,Drought,NA,NA,Chad,TCD,Middle Africa,Africa,"Central, East, South, North",NA,Famine,NA,Yes,No,No,NA,NA,Km2,NA,NA,NA,NA,1969,10,NA,1978,NA,NA,NA,NA,900000,NA,900000,NA,NA,83000,14.3486278167258,NA,NA,NA,NA,north,FALSE,15.25,23.23333
1969-0081-IND,1969,0081,NA,Natural,Meteorological,Storm,NA,NA,NA,India,IND,Southern Asia,Asia,Kannaman,NA,NA,NA,NA,NA,NA,NA,NA,Kph,NA,NA,NA,NA,1969,7,22,1969,7,22,15,NA,92,NA,92,NA,NA,NA,14.3486278167258,NA,NA,NA,NA,kannaman,FALSE,NA,NA
1969-0106-IND,1969,0106,NA,Natural,Meteorological,Storm,NA,NA,NA,India,IND,Southern Asia,Asia,Madras City,NA,NA,NA,NA,NA,NA,NA,NA,Kph,NA,NA,NA,NA,1969,10,21,1969,10,21,NA,NA,20000,NA,20000,NA,NA,NA,14.3486278167258,NA,NA,NA,NA,madras,FALSE,13.08784,80.27847
1969-0046-IRN,1969,0046,NA,Natural,Geophysical,Earthquake,Ground movement,NA,NA,Iran (Islamic Republic of),IRN,Southern Asia,Asia,Khurasan province,NA,NA,NA,NA,NA,NA,NA,6,Richter,37.1,57.9,06:46,NA,1969,1,3,1969,1,3,50,300,48000,NA,48300,NA,NA,NA,14.3486278167258,NA,NA,NA,NA,khurasan,FALSE,34,56
1969-0064-IRN,1969,0064,NA,Natural,Hydrological,Flood,NA,NA,NA,Iran (Islamic Republic of),IRN,Southern Asia,Asia,Azerbaijan,NA,NA,NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,NA,1969,4,4,1969,4,4,20,NA,NA,NA,NA,NA,NA,NA,14.3486278167258,NA,NA,NA,NA,azerbaijan,FALSE,38.08,46.2919
1969-9068-IRQ,1969,9068,NA,Natural,Climatological,Drought,Drought,NA,NA,Iraq,IRQ,Western Asia,Asia,"Ninauri, Kirkuk, Arbil",NA,NA,NA,Yes,No,No,NA,NA,Km2,NA,NA,NA,NA,1969,NA,NA,1971,NA,NA,NA,NA,500000,NA,500000,NA,NA,2000,14.3486278167258,NA,NA,NA,NA,ninauri,FALSE,NA,NA
1969-9068-IRQ,1969,9068,NA,Natural,Climatological,Drought,Drought,NA,NA,Iraq,IRQ,Western Asia,Asia,"Ninauri, Kirkuk, Arbil",NA,NA,NA,Yes,No,No,NA,NA,Km2,NA,NA,NA,NA,1969,NA,NA,1971,NA,NA,NA,NA,500000,NA,500000,NA,NA,2000,14.3486278167258,NA,NA,NA,NA,kirkuk,FALSE,35.46806,44.39222
1969-9068-IRQ,1969,9068,NA,Natural,Climatological,Drought,Drought,NA,NA,Iraq,IRQ,Western Asia,Asia,"Ninauri, Kirkuk, Arbil",NA,NA,NA,Yes,No,No,NA,NA,Km2,NA,NA,NA,NA,1969,NA,NA,1971,NA,NA,NA,NA,500000,NA,500000,NA,NA,2000,14.3486278167258,NA,NA,NA,NA,arbil,FALSE,36.18333,44.01193
1969-0075-JPN,1969,0075,NA,Natural,Meteorological,Storm,NA,NA,NA,Japan,JPN,Eastern Asia,Asia,Kyushu Island,NA,NA,NA,NA,NA,NA,NA,NA,Kph,NA,NA,NA,NA,1969,7,7,1969,7,7,72,NA,NA,NA,NA,NA,NA,NA,14.3486278167258,NA,NA,NA,NA,kyushu island,FALSE,32.42944,130.99099
1969-0088-KOR,1969,0088,NA,Natural,Biological,Epidemic,Bacterial disease,NA,Cholera,Korea (the Republic of),KOR,Eastern Asia,Asia,Countrywide,NA,NA,NA,Yes,NA,NA,NA,NA,Vaccinated,NA,NA,NA,NA,1969,9,NA,1969,9,NA,137,NA,1538,NA,1538,NA,NA,NA,14.3486278167258,NA,NA,NA,NA,countrywide,FALSE,NA,NA
1969-0084-KOR,1969,0084,NA,Natural,Meteorological,Storm,NA,NA,NA,Korea (the Republic of),KOR,Eastern Asia,Asia,Hwachon,NA,NA,NA,NA,NA,NA,NA,NA,Kph,NA,NA,NA,NA,1969,8,6,1969,8,6,85,15,120000,NA,120015,NA,NA,NA,14.3486278167258,NA,NA,NA,NA,hwachon,FALSE,38.11184,127.82057
1969-0093-KOR,1969,0093,NA,Natural,Hydrological,Flood,NA,NA,NA,Korea (the Republic of),KOR,Eastern Asia,Asia,"East, South coastal provinces",NA,NA,NA,Yes,NA,NA,NA,NA,Km2,NA,NA,NA,NA,1969,9,14,1969,9,14,408,409,227264,NA,227673,NA,NA,22400,14.3486278167258,NA,NA,NA,NA,east,FALSE,36.63722,127.48972
1969-0093-KOR,1969,0093,NA,Natural,Hydrological,Flood,NA,NA,NA,Korea (the Republic of),KOR,Eastern Asia,Asia,"East, South coastal provinces",NA,NA,NA,Yes,NA,NA,NA,NA,Km2,NA,NA,NA,NA,1969,9,14,1969,9,14,408,409,227264,NA,227673,NA,NA,22400,14.3486278167258,NA,NA,NA,NA,south coastal,FALSE,NA,NA
1969-0086-LAO,1969,0086,NA,Natural,Hydrological,Flood,NA,NA,NA,Lao People's Democratic Republic (the),LAO,South-Eastern Asia,Asia,Vientiane plains,NA,NA,NA,Yes,NA,NA,NA,NA,Km2,NA,NA,NA,NA,1969,8,15,1969,8,15,NA,NA,NA,NA,NA,NA,NA,NA,14.3486278167258,NA,NA,NA,NA,vientiane plains,FALSE,NA,NA
1969-0113-LKA,1969,0113,NA,Natural,Hydrological,Flood,NA,NA,NA,Sri Lanka,LKA,Southern Asia,Asia,"East, North, Central & South provinces",NA,NA,NA,Yes,NA,NA,NA,NA,Km2,NA,NA,NA,NA,1969,12,25,1969,12,25,62,NA,1000000,NA,1000000,NA,NA,8500,14.3486278167258,NA,NA,NA,NA,east,FALSE,9.5846,80.4463
1969-0113-LKA,1969,0113,NA,Natural,Hydrological,Flood,NA,NA,NA,Sri Lanka,LKA,Southern Asia,Asia,"East, North, Central & South provinces",NA,NA,NA,Yes,NA,NA,NA,NA,Km2,NA,NA,NA,NA,1969,12,25,1969,12,25,62,NA,1000000,NA,1000000,NA,NA,8500,14.3486278167258,NA,NA,NA,NA,north,FALSE,8.31223,80.41306
1969-0113-LKA,1969,0113,NA,Natural,Hydrological,Flood,NA,NA,NA,Sri Lanka,LKA,Southern Asia,Asia,"East, North, Central & South provinces",NA,NA,NA,Yes,NA,NA,NA,NA,Km2,NA,NA,NA,NA,1969,12,25,1969,12,25,62,NA,1000000,NA,1000000,NA,NA,8500,14.3486278167258,NA,NA,NA,NA,central & south,FALSE,NA,NA
1969-0050-MDG,1969,0050,NA,Natural,Meteorological,Storm,Tropical cyclone,NA,Dany,Madagascar,MDG,Eastern Africa,Africa,Nosy Varika,NA,NA,NA,Yes,NA,NA,NA,NA,Kph,NA,NA,NA,NA,1969,2,5,1969,2,5,81,40,40000,3000,43040,NA,NA,5000,14.3486278167258,NA,NA,NA,NA,nosy varika,FALSE,-20.56533,48.1734
1969-0105-MEX,1969,0105,NA,Natural,Hydrological,Landslide,Landslide,NA,NA,Mexico,MEX,Central America,Americas,Morelia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1969,10,19,1969,10,19,18,NA,NA,NA,NA,NA,NA,NA,14.3486278167258,NA,NA,NA,NA,morelia,FALSE,19.70078,-101.18443
1969-0085-MEX,1969,0085,NA,Natural,Meteorological,Storm,NA,NA,NA,Mexico,MEX,Central America,Americas,South,NA,NA,NA,NA,NA,NA,NA,NA,Kph,NA,NA,NA,NA,1969,8,14,1969,8,14,58,NA,NA,NA,NA,NA,NA,NA,14.3486278167258,NA,NA,NA,NA,south,FALSE,20.27317,-86.99115
1969-0003-MLI,1969,0003,NA,Natural,Biological,Epidemic,Bacterial disease,NA,NA,Mali,MLI,Western Africa,Africa,Bamako Area,NA,NA,NA,Yes,NA,NA,NA,NA,Vaccinated,NA,NA,NA,NA,1969,1,1,1969,1,1,500,NA,4000,NA,4000,NA,NA,NA,14.3486278167258,NA,NA,NA,NA,bamako area,FALSE,NA,NA
1969-0102-MLI,1969,0102,NA,Natural,Biological,Epidemic,Viral disease,NA,Yellow fever,Mali,MLI,Western Africa,Africa,Kati-Faladie area,NA,NA,NA,Yes,NA,NA,NA,NA,Vaccinated,NA,NA,NA,NA,1969,10,NA,1969,10,NA,13,NA,23,NA,23,NA,NA,NA,14.3486278167258,NA,NA,NA,NA,kati-faladie area,FALSE,NA,NA
1969-0002-MWI,1969,0002,NA,Natural,Hydrological,Flood,NA,NA,NA,Malawi,MWI,Eastern Africa,Africa,Shire River valley,NA,NA,NA,Yes,NA,NA,NA,NA,Km2,NA,NA,NA,NA,1969,1,NA,1969,1,NA,NA,NA,2300,NA,2300,NA,NA,200,14.3486278167258,NA,NA,NA,NA,shire river valley,FALSE,NA,NA
